2810	6	0.0
2810	5	0.0
2810	4	0.0
2810	3	1.0
2810	2	0.0
2810	1	0.0
1673	5	0.0
1673	4	0.0
1673	7	0.0
1673	6	0.0
1673	1	0.0
846	7	0.0
1673	2	0.0
846	5	0.0
2810	7	0.0
2138	7	0.0
846	6	0.0
846	4	0.0
846	2	0.0
846	1	0.0
252	5	0.10637051
252	6	0.0
252	7	0.0
252	1	0.0
1672	4	0.0
252	2	0.0
1672	3	0.0
252	3	0.0018141785
1672	2	0.0
252	4	0.8917924
1672	1	0.0
1672	7	0.0
1672	5	0.0
3229	1	0.0
2140	5	0.0
2140	6	0.0
2140	7	0.0
3229	2	0.0
3229	5	0.0
3229	4	0.0
3229	7	0.0
3229	6	0.0
1671	7	0.0
2140	1	0.0
2140	2	0.0
2140	3	0.9999674
2140	4	0.0
254	3	0.07612896
254	4	0.82522583
254	5	0.032857925
851	1	0.041357893
254	6	0.020405442
254	7	0.015222439
851	6	0.115413904
1671	5	0.0
851	7	0.041357893
1671	4	0.0
1671	3	0.0
1671	2	0.0
851	2	0.10985112
1671	1	0.0
851	3	0.22463274
851	4	0.42602855
851	5	0.041357893
254	2	0.015120124
254	1	0.015130016
850	5	0.0
2814	7	0.0
850	6	0.0
850	3	0.0
1670	2	0.0
850	4	0.0
1670	1	0.0
2814	3	0.0
850	2	0.0
2814	4	0.0
2814	5	0.0
2814	6	0.0
1670	7	0.0
1670	4	0.0
1670	3	0.0
850	7	0.0
1670	5	0.0
1315	1	0.0
1315	6	0.0
2814	2	0.0
1315	7	0.0
1315	4	0.0
1315	2	0.0
1315	3	0.0
849	4	0.0
1669	3	2.0578323E-6
849	5	0.0
1669	2	0.0
849	6	0.0
1669	1	0.0
849	7	0.0
1669	7	0.0
1669	6	0.0
1318	2	0.0
1669	5	0.0
1318	1	0.0
1318	4	0.0
256	5	0.0
1318	3	0.0
256	6	0.0
256	7	0.0
1318	5	0.0
1318	7	0.0
256	2	0.0
256	3	0.0
256	4	0.0
849	3	0.0
849	2	0.0
1317	3	0.094959185
1317	2	0.37220252
1317	1	0.094959185
1317	7	0.11523286
1317	6	0.094959185
1317	5	0.13272797
1317	4	0.094959185
848	4	0.0
848	3	0.0
848	2	0.0044707768
848	7	0.0
848	6	0.0
848	5	0.0
3223	3	0.0
3223	2	0.0
3223	5	0.0
3223	4	0.0
1313	2	0.0
2803	7	0.0
1313	3	0.0
2803	6	0.0
1313	1	0.0
2803	3	0.0
2803	2	0.0
2803	4	0.0
2803	1	0.0
3223	6	0.0
3223	7	0.0
839	6	0.0
839	7	0.0
243	3	0.0
2804	4	0.0
243	2	0.0
243	5	0.0
2804	2	0.0
243	4	0.0
2804	1	0.0
243	7	0.0
243	6	0.0
3224	7	0.13782653
3224	5	0.13794412
3224	6	0.13773698
3224	3	0.13773711
3224	4	0.14029007
3224	1	0.13774143
3224	2	0.17072372
1679	7	0.0
1679	6	0.0
1314	7	0.30359125
1314	2	0.24388391
245	6	0.0
2804	5	0.0
3221	1	0.0712977
1314	1	0.090504944
245	7	0.0
2804	6	0.0
2804	7	0.0
1679	1	0.0
3221	3	0.0712977
245	5	0.0
3221	2	0.290944
1314	6	0.090504944
245	2	0.0
1679	3	0.0
3221	5	0.0712977
1314	5	0.090504944
245	3	0.0
1679	2	0.0
3221	4	0.3525675
1314	4	0.090504944
1679	5	0.0
3221	7	0.0712977
1314	3	0.090504944
245	1	0.0
3221	6	0.0712977
839	1	0.0
839	5	0.0
839	4	0.0
839	3	4.800033E-6
1313	5	0.99999905
